ID	Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B
Q5VVJ2	MYSM1	-0.005933665	3.323092785	-0.132869976	0.89826842	0.996736827	-6.343901551
P61758	VBP1	-0.046193885	3.346516946	-0.936982516	0.381878846	0.980500362	-6.344286068
Q9Y6X3-1	MAU2	-0.025378559	3.320286297	-0.508115485	0.627959865	0.995808609	-6.344326163
O94967-1	WDR47	-0.017863484	3.346285793	-0.458522008	0.661338393	0.995939725	-6.344440595
Q16875-4	PFKFB3	-0.01727958	3.332304515	-0.370845972	0.722403895	0.996350978	-6.344733139
P60983	GMFB	-0.001702626	3.363612618	-0.022814519	0.982474686	0.998416241	-6.34475593
Q13153	PAK1	0.0266872	3.336009371	0.710011123	0.502080023	0.980500362	-6.344757001
O75879	GATB	-0.019003327	3.371250317	-0.246032441	0.813155684	0.996484411	-6.345162968
Q96EY5-1	MVB12A	-0.038582918	3.36545069	-0.552636615	0.598776558	0.991606664	-6.345810913
Q13427	PPIG	0.03112571	3.312541086	0.692829665	0.512123099	0.980500362	-6.345851575
Q9H9A5-6	CNOT10	0.062681682	3.296364012	0.99905421	0.353087885	0.980500362	-6.345936421
Q9NR48	ASH1L	0.020831047	3.317119144	0.376130918	0.718654099	0.996350978	-6.346075748
Q15054	POLD3	0.0389001	3.316364328	0.78842384	0.457912138	0.980500362	-6.346794479
Q8NCW5	NAXE	0.058923378	3.377812853	0.921639641	0.389264963	0.980500362	-6.348376238
Q9BTY2	FUCA2	-0.015375332	3.318529438	-0.35894522	0.730878016	0.996350978	-6.348863621
Q9UIV1-1	CNOT7	0.003200658	3.318951136	0.086356157	0.933752435	0.996736827	-6.349123612
Q6NUM9-1	RETSAT	0.056845776	3.303366061	0.673630511	0.523498346	0.980542706	-6.349159364
Q2TB10	ZNF800	0.01028273	3.27576552	0.103343731	0.920769458	0.996736827	-6.349543104
O00115	DNASE2	-0.025813406	3.341332709	-0.23654701	0.820203476	0.996484411	-6.349639917
O95834-3	EML2	-0.030800018	3.369240053	-0.702880365	0.506232413	0.980500362	-6.350646455
Q9P2W9	STX18	0.010552026	3.311494631	0.106775934	0.918149394	0.996736827	-6.351002067
P10412	H1-4	-0.011978303	3.260081082	-0.111733466	0.914366888	0.996736827	-6.351235104
O60547-1	GMDS	-0.034724199	3.34839337	-0.906485812	0.396665427	0.980500362	-6.351489198
P13489	RNH1	-0.053693691	3.350131162	-1.313687572	0.232906097	0.980500362	-6.351773281
Q09328	MGAT5	0.058489204	3.300710045	0.683117495	0.517857373	0.980522052	-6.351990473
Q07973-1	CYP24A1	0.02792573	3.320204653	0.36760327	0.724708786	0.996350978	-6.35202614
P09497-2	CLTB	-0.06540032	3.299947857	-0.925245333	0.387519528	0.980500362	-6.35210718
O15269	SPTLC1	0.071234751	3.314132337	0.871084152	0.41436273	0.980500362	-6.352262098
Q9P2K3-3	RCOR3	-0.018345435	3.308798107	-0.453524343	0.664750702	0.995939725	-6.352828311
Q96BK5	PINX1	0.012435151	3.267099828	0.205841586	0.843138585	0.996484411	-6.353084868
P55145	MANF	0.048378304	3.298705176	0.851656669	0.424317927	0.980500362	-6.353470572
Q15404-1	RSU1	0.066817246	3.323382511	0.763734023	0.471521832	0.980500362	-6.353835556
O95365	ZBTB7A	-0.014715889	3.351416578	-0.25988296	0.802898437	0.996484411	-6.354460268
P82914	MRPS15	-0.032663581	3.345611219	-0.39122523	0.707990878	0.996350978	-6.354516281
Q63ZY3-1	KANK2	-0.026499671	3.344379928	-0.448717863	0.668040636	0.995939725	-6.354820527
Q03113	GNA12	-0.018083486	3.304284289	-0.364304105	0.727056996	0.996350978	-6.354886794
Q12923-4	PTPN13	-0.00324368	3.311917539	-0.049326706	0.962122861	0.998236945	-6.354943353
Q05193-2	DNM1	-0.030842374	3.359102266	-0.520007699	0.620090383	0.993366839	-6.355083053
Q9NW68-3	BSDC1	0.004515195	3.316131492	0.062424104	0.95207905	0.998182801	-6.355558501
P56545-2	CTBP2	-0.0253835	3.340019225	-0.500745383	0.632863507	0.995808609	-6.35557953
P11117	ACP2	0.004292274	3.333632698	0.057480912	0.95586876	0.99819382	-6.355679865
Q86Y37	CACUL1	0.000519059	3.33915319	0.011129148	0.991450328	0.9988145	-6.356178475
P57081-1	WDR4	0.042150194	3.332756389	0.715098187	0.499131426	0.980500362	-6.356370205
Q8NEM7-3	SUPT20H	-0.010277748	3.306985192	-0.246396935	0.81288523	0.996484411	-6.357121167
Q9NRX2	MRPL17	0.059377004	3.393268227	0.381239628	0.715037327	0.996350978	-6.357504083
Q9NYB0	TERF2IP	0.091820501	3.286774651	1.098454131	0.310574276	0.980500362	-6.357893539
Q5T5X7	BEND3	-0.021173855	3.318598948	-0.809908519	0.446293727	0.980500362	-6.357943709
O95059	RPP14	-0.010522203	3.299243479	-0.165870372	0.873240587	0.996484411	-6.358020621
Q5C9Z4	NOM1	-0.036081882	3.29406602	-0.810360791	0.446051402	0.980500362	-6.358110731
O60921	HUS1	0.004836549	3.355208771	0.10780438	0.917364516	0.996736827	-6.358786941
Q96A26	FAM162A	-0.002431177	3.390054033	-0.02268884	0.982571209	0.998416241	-6.358829996
Q12959-3	DLG1	0.043968726	3.300369038	1.160900443	0.286068624	0.980500362	-6.359064596
Q9Y2R0	COA3	-0.012990986	3.339042755	-0.086777789	0.933429914	0.996736827	-6.35994656
Q01201	RELB	-0.023598113	3.337773351	-0.509933593	0.626753317	0.995796767	-6.360232654
P48735	IDH2	0.054893735	3.377490339	0.882403426	0.408641937	0.980500362	-6.360471365
Q9Y697	NFS1	-0.067997048	3.370613115	-0.83337126	0.433845371	0.980500362	-6.36081158
Q9UBB5-1	MBD2	0.021279725	3.291954677	0.517378169	0.621825838	0.994127748	-6.361151465
Q96DA6	DNAJC19	-0.038830096	3.371733237	-0.524963166	0.616826979	0.99266497	-6.361168447
Q92598-2	HSPH1	0.017609066	3.29705392	0.226071636	0.828007797	0.996484411	-6.361174781
Q9GZR2-1	REXO4	-0.035145997	3.289714485	-0.78509423	0.459731443	0.980500362	-6.361277112
Q9Y5P6-2	GMPPB	-0.037512776	3.381330904	-0.408529538	0.695853484	0.996350978	-6.361721943
Q7Z7F0-1	KHDC4	-0.013101587	3.310244127	-0.377161506	0.717923847	0.996350978	-6.361856035
Q13772-4	NCOA4	-0.007624814	3.316367211	-0.190157301	0.854919523	0.996484411	-6.362069543
Q6VN20-3	RANBP10	-0.017518059	3.327018207	-0.481208016	0.645959408	0.995939725	-6.362109112
Q96T76-8	MMS19	-0.031682576	3.330194203	-1.164566504	0.284681481	0.980500362	-6.362266736
Q9Y6J9	TAF6L	0.000586227	3.309439764	0.014280013	0.989029928	0.998416241	-6.362441826
Q6UXV4	APOOL	-0.003979874	3.386447455	-0.029192439	0.97757682	0.998416241	-6.362775588
Q96D53-1	COQ8B	-0.010069136	3.383687124	-0.11379544	0.912794343	0.996736827	-6.362912978
Q9BRK5-1	SDF4	0.034992422	3.300765053	1.074887076	0.320259817	0.980500362	-6.362923958
Q5W0V3	FAM160B1	0.052873029	3.308229507	0.846336059	0.427074437	0.980500362	-6.363095692
Q5TH69	ARFGEF3	0.015863576	3.331087831	0.429175985	0.681497762	0.996350978	-6.363127223
Q9GZZ1-1	NAA50	0.038069499	3.361014408	1.092742572	0.312899379	0.980500362	-6.363440063
O95159	ZFPL1	-0.024930954	3.313711143	-0.384328317	0.712854494	0.996350978	-6.36344251
Q8NDZ2-1	SIMC1	-0.014568972	3.320186628	-0.26464678	0.799380114	0.996484411	-6.363781831
Q9NWF9-1	RNF216	0.011790948	3.334251121	0.272424043	0.793647104	0.996484411	-6.364610781
O43896	KIF1C	-0.026444289	3.331635628	-1.005072251	0.350389008	0.980500362	-6.36469335
O75964	ATP5MG	-0.007034065	3.409063121	-0.045249855	0.965250834	0.998416241	-6.364877749
Q8WU76-1	SCFD2	-0.015884081	3.305830012	-0.320833974	0.758286046	0.996350978	-6.364999228
Q14151	SAFB2	0.066222473	3.270588796	1.188118735	0.275904055	0.980500362	-6.365038484
Q6V1X1	DPP8	-0.004835358	3.33341166	-0.103088488	0.920964347	0.996736827	-6.365675334
Q9NWR8	MCUB	-0.017743838	3.371396803	-0.111581731	0.914482624	0.996736827	-6.365910025
Q8TED0	UTP15	0.038578151	3.285790754	0.950038499	0.375678028	0.980500362	-6.366036706
P35520-2	CBS	0.024725753	3.315493145	0.442499345	0.672308853	0.995939725	-6.366301096
O75382-1	TRIM3	0.014835555	3.306835558	0.248992735	0.810959958	0.996484411	-6.366427793
Q9HA77	CARS2	-0.051736704	3.35912752	-0.738111715	0.485935513	0.980500362	-6.366811767
P57740	NUP107	-0.036486587	3.304478892	-1.317956115	0.231553123	0.980500362	-6.366985375
Q9Y2S0-1	NA	0.02211884	3.281828063	0.255154587	0.806395496	0.996484411	-6.367388042
Q969R5-1	L3MBTL2	-0.031907927	3.310968681	-0.652756269	0.536047149	0.982694699	-6.367697683
Q8WVJ2	NUDCD2	-0.00368092	3.348255523	-0.059498311	0.95432196	0.99819382	-6.36777421
Q9NX62	IMPAD1	0.052822943	3.316917382	0.960702484	0.370670721	0.980500362	-6.367909339
P49662	CASP4	0.031579194	3.329917085	0.672728788	0.524036544	0.980542706	-6.368338338
Q9UL40-1	ZNF346	-0.034806357	3.312551363	-0.997732744	0.353682694	0.980500362	-6.368373733
P50747	HLCS	-0.018886379	3.350602114	-0.445346368	0.670353094	0.995939725	-6.368450196
O43719	HTATSF1	0.10902657	3.274938714	1.166512707	0.283947383	0.980500362	-6.368482727
Q96H55-1	MYO19	0.023801456	3.318423341	0.535726165	0.609771407	0.991606664	-6.368625407
Q9NX40	OCIAD1	0.042373057	3.350799978	0.464185414	0.65748207	0.995939725	-6.368709412
Q7LBR1	CHMP1B	0.024635074	3.331049005	0.483967859	0.644101044	0.995808609	-6.368744894
Q5JUR7	TEX30	-0.073360035	3.35040587	-0.915648393	0.392178302	0.980500362	-6.369248894
Q9HC52	CBX8	-0.031779734	3.320530125	-0.577106387	0.58306653	0.990295568	-6.369580955
Q99829	CPNE1	0.04831431	3.335470122	0.971369043	0.365713783	0.980500362	-6.36988855
Q96CS2-1	HAUS1	-0.027246539	3.331851015	-0.79990321	0.451678303	0.980500362	-6.370300384
Q9UKT5	FBXO4	-0.007852693	3.372350421	-0.083806102	0.935703346	0.996736827	-6.370812981
Q9UHG3	PCYOX1	0.058148643	3.290983774	1.124301882	0.300228455	0.980500362	-6.370826604
Q8TAV0-3	FAM76A	0.018861797	3.309361331	0.399116055	0.702444474	0.996350978	-6.37101172
Q3SY69-1	ALDH1L2	-0.02987391	3.368964664	-0.364159182	0.72716022	0.996350978	-6.371105515
Q15652	JMJD1C	0.031387652	3.311085665	1.278226227	0.24441652	0.980500362	-6.371277972
Q7Z3K3-1	POGZ	0.054306896	3.293730803	1.240326458	0.257262238	0.980500362	-6.371319745
Q7L9L4-2	MOB1B	0.04813415	3.316641016	0.709170064	0.502568624	0.980500362	-6.371687323
Q14739	LBR	0.047481895	3.289252054	0.474317016	0.650611497	0.995939725	-6.371694599
Q49AR2-1	C5orf22	0.028533581	3.342869191	0.540391407	0.606727031	0.991606664	-6.371807465
Q04917	YWHAH	0.062087181	3.32296603	0.996857132	0.354077251	0.980500362	-6.372047066
Q9GZZ9-1	UBA5	-0.027579934	3.355417186	-0.515284973	0.62320919	0.994606867	-6.372048503
O00330-1	PDHX	-0.029372828	3.34929551	-0.448843382	0.667954619	0.995939725	-6.372109613
Q9Y6K1	DNMT3A	-0.023729363	3.328374887	-0.409052245	0.69548833	0.996350978	-6.373066002
Q8IYA6	CKAP2L	0.035140918	3.285886178	0.698937309	0.508538143	0.980500362	-6.373442533
Q96C01	FAM136A	0.034735695	3.290700789	0.775361355	0.465078249	0.980500362	-6.373681569
Q5T160	RARS2	0.031183814	3.360232411	0.692071737	0.512569113	0.980500362	-6.374269668
Q8WVX9	FAR1	0.034392542	3.304240779	0.686553048	0.515824242	0.980500362	-6.374583482
Q8NB91	FANCB	0.00154192	3.303910652	0.034617408	0.973411581	0.998416241	-6.375070633
P41236	PPP1R2	-0.053636094	3.332473402	-0.545737691	0.603248628	0.991606664	-6.375447606
P25490	YY1	-0.02036301	3.350030181	-0.495276176	0.636515421	0.995808609	-6.3754661
Q9BVS4	RIOK2	-0.034925779	3.324472558	-0.855395632	0.422388575	0.980500362	-6.375492981
O60506	SYNCRIP	0.013851851	3.278561834	0.295431284	0.776769567	0.996350978	-6.37552417
Q3T8J9-1	GON4L	0.020602476	3.295057034	0.435708363	0.676985021	0.995939725	-6.375761821
P28482	MAPK1	-0.043977569	3.338541287	-0.85690361	0.421612247	0.980500362	-6.376678909
Q9NQ29	LUC7L	-0.031009655	3.318329313	-0.561569496	0.59301387	0.991606664	-6.376873891
O75449-1	KATNA1	0.026442094	3.332467706	0.618786877	0.556865488	0.989185804	-6.376985636
Q9H173	SIL1	-0.025365588	3.309001881	-0.54711612	0.602353603	0.991606664	-6.377237291
Q9BQE5	APOL2	0.020698543	3.319574664	0.42757099	0.682608715	0.996350978	-6.377311986
Q92804-1	TAF15	-0.030131236	3.304777883	-0.357336203	0.732026913	0.996350978	-6.378254835
Q6IAA8	LAMTOR1	-0.018792871	3.311795648	-0.274162324	0.792367607	0.996484411	-6.378272539
Q92947-1	GCDH	-0.04293416	3.372601801	-0.620470864	0.555821993	0.989185804	-6.378432589
O94986-4	CEP152	0.05115395	3.296869479	0.801377253	0.450882158	0.980500362	-6.378559806
O75554	WBP4	0.018084731	3.296009188	0.310224868	0.765985431	0.996350978	-6.378718852
Q8N0W3-2	FCSK	-0.026128164	3.356327642	-0.647978615	0.538945591	0.983813933	-6.379205034
Q96GM8	TOE1	-0.025891286	3.314239519	-0.722587175	0.494811441	0.980500362	-6.379917435
Q96SB3	PPP1R9B	0.038613896	3.278637374	0.680354427	0.519496261	0.98052523	-6.380464017
Q9BUL8	PDCD10	-0.037676407	3.346304312	-0.924084197	0.388080961	0.980500362	-6.380532914
Q53HC9	EIPR1	0.006248509	3.35194446	0.119874804	0.908160471	0.996736827	-6.381094879
Q9NXW2-1	DNAJB12	0.031695294	3.282724286	0.549411456	0.600864871	0.991606664	-6.381123144
Q9P1Y5-1	CAMSAP3	-0.015728519	3.327385126	-0.444339427	0.671044495	0.995939725	-6.381499305
Q9NS00-1	C1GALT1	0.006002848	3.299271502	0.091705551	0.929661522	0.996736827	-6.381556802
P29558-1	RBMS1	0.029997586	3.306683574	0.53066559	0.613083271	0.991606664	-6.381647862
Q8TDX7-1	NEK7	0.050353156	3.370556091	0.951006205	0.375221508	0.980500362	-6.382667365
Q9Y243-1	AKT3	-0.007997628	3.349434569	-0.143859823	0.889918066	0.996736827	-6.382962245
A8MWD9	SNRPGP15	0.015897465	3.357752068	0.261151423	0.801961123	0.996484411	-6.383038497
Q7Z7L7	ZER1	0.019018207	3.320991322	0.475811002	0.649601466	0.995939725	-6.383044145
P49247	RPIA	-0.021609663	3.343358772	-0.635693392	0.546443241	0.986780999	-6.383233714
Q9HCE5	METTL14	0.040321885	3.315700764	0.681235542	0.518973274	0.980522052	-6.383507739
Q9H7Z6	KAT8	0.011233534	3.309664527	0.29309024	0.77848111	0.996350978	-6.383867328
P04899-6	GNAI2	0.084965848	3.312280705	0.759337252	0.473974277	0.980500362	-6.384214623
Q13505-1	MTX1	0.048610967	3.350247544	0.572067491	0.586282039	0.990295568	-6.385123523
P20618	PSMB1	0.035416373	3.339792864	1.104515079	0.308122423	0.980500362	-6.385386794
P61916	NPC2	0.045461018	3.29185774	0.834665176	0.433166171	0.980500362	-6.385402491
Q9UHB7-1	AFF4	0.062068595	3.291834193	0.95348618	0.374053512	0.980500362	-6.385624714
Q9Y6M5	SLC30A1	0.066333716	3.282835158	0.640322497	0.543610584	0.985800803	-6.385820139
P52739	ZNF131	0.008268986	3.325366087	0.180695569	0.862046216	0.996484411	-6.386354881
Q9H330-2	TMEM245	-0.038743097	3.31766497	-0.324989529	0.755278259	0.996350978	-6.386366322
P14649	MYL6B	0.018293857	3.326263891	0.554132763	0.597809181	0.991606664	-6.386489311
Q99856	ARID3A	0.010738158	3.326547565	0.29879578	0.774312134	0.996350978	-6.387101036
Q92572	AP3S1	-0.017394684	3.324118938	-0.383162944	0.713677742	0.996350978	-6.387316194
Q16134	ETFDH	-0.019252968	3.386898572	-0.21025686	0.839829844	0.996484411	-6.387737094
P40306	PSMB10	-0.003681281	3.359358645	-0.083656387	0.9358179	0.996736827	-6.387780721
Q68CQ7-1	GLT8D1	0.020646303	3.311638854	0.267875143	0.796998671	0.996484411	-6.388724111
Q96P16-1	RPRD1A	-0.010696222	3.334143999	-0.22024089	0.83236102	0.996484411	-6.388919936
Q9BRZ2-1	TRIM56	-0.019285609	3.341117444	-0.604241067	0.565928037	0.990295568	-6.389363551
Q13574	DGKZ	-0.022626692	3.342787758	-0.732487212	0.489138849	0.980500362	-6.389440183
Q92609-2	TBC1D5	-0.032951125	3.330567907	-1.285954703	0.24186646	0.980500362	-6.389620582
O60551	NMT2	-0.022437794	3.344167625	-0.268268744	0.796708486	0.996484411	-6.389848252
A1X283	SH3PXD2B	-0.038529987	3.333048569	-0.868088153	0.415886717	0.980500362	-6.390535087
Q86XP1	DGKH	-0.004075766	3.343410395	-0.075613711	0.941974082	0.996752099	-6.39169941
P30048	PRDX3	0.077979278	3.356727274	1.399941063	0.206882694	0.980500362	-6.392106244
Q9BUK6	MSTO1	-0.015009596	3.358309888	-0.228681529	0.826061372	0.996484411	-6.392398367
O14656	TOR1A	-0.043284927	3.32033578	-0.742069719	0.483689763	0.980500362	-6.392559182
Q93050-3	ATP6V0A1	0.028200532	3.319930476	0.614988249	0.559223681	0.989722772	-6.392569048
Q9H1K0	RBSN	0.030458463	3.324140437	0.895719996	0.401986671	0.980500362	-6.392578572
Q13671	RIN1	-0.032324193	3.355312177	-0.731907303	0.489469927	0.980500362	-6.392920678
P55795	HNRNPH2	-0.014086556	3.336104535	-0.264764554	0.799293196	0.996484411	-6.393593804
P30307-1	CDC25C	0.020952695	3.354388995	0.517439655	0.621785229	0.994127748	-6.393632849
P12004	PCNA	0.082318041	3.309854192	1.663368167	0.142929377	0.980500362	-6.393880403
P55327-3	TPD52	-0.029163408	3.322550961	-0.65100541	0.537108205	0.982694699	-6.3939552
Q15435	PPP1R7	0.028354142	3.353644212	0.951066428	0.375193112	0.980500362	-6.394065573
Q9UHY1	NRBP1	-0.015946843	3.324568264	-0.325793794	0.754696663	0.996350978	-6.394073589
Q8N335	GPD1L	-0.022860987	3.345161474	-0.884312842	0.407682685	0.980500362	-6.394304885
Q9P107	GMIP	0.008394747	3.333534761	0.180513805	0.862183263	0.996484411	-6.394467122
O43181	NDUFS4	0.014169842	3.321190552	0.348604263	0.73827479	0.996350978	-6.394640526
P62269	RPS18	-0.042112295	3.308840034	-1.249676886	0.254040018	0.980500362	-6.394782091
P39880-3	CUX1	0.032953496	3.304065552	0.73639553	0.48691144	0.980500362	-6.395155025
Q92845	KIFAP3	-0.000192213	3.31825529	-0.004456568	0.996576292	0.999313005	-6.395334664
Q9NQS1	AVEN	0.054038835	3.292878515	0.609849661	0.562423283	0.990295568	-6.395852219
O15305	PMM2	0.053479041	3.370353383	0.805262865	0.448788232	0.980500362	-6.396225133
O95302	FKBP9	0.01888852	3.312310329	0.574561363	0.584689329	0.990295568	-6.396309269
O95926	SYF2	0.008072787	3.301240372	0.189150474	0.855677192	0.996484411	-6.396567435
Q9Y3A4	RRP7A	-0.025492376	3.30791809	-0.678391041	0.520662843	0.980542706	-6.396823624
Q8TEA1	NSUN6	-0.029368817	3.35493625	-0.603578557	0.566342892	0.990295568	-6.396830585
O43251-8	RBFOX2	0.012583877	3.312241142	0.250707945	0.809688585	0.996484411	-6.396853399
A6NFQ2	TCAF2	-0.008173174	3.359623737	-0.144737504	0.889251821	0.996736827	-6.397393672
Q9BU76-1	MMTAG2	-0.018417774	3.277972836	-0.319761006	0.7590634	0.996350978	-6.397478642
Q9Y496	KIF3A	-0.029976739	3.32189719	-0.885991253	0.406840862	0.980500362	-6.39844561
Q8NDT2	RBM15B	0.019518776	3.288026969	0.602030784	0.567312792	0.990295568	-6.398524127
O43169	CYB5B	0.018844614	3.303777455	0.204595199	0.844073236	0.996484411	-6.398974666
P42696	RBM34	0.023575049	3.270876468	0.595884676	0.571173934	0.990295568	-6.399090297
P48509	CD151	0.002591657	3.327772846	0.017499217	0.986557162	0.998416241	-6.399235971
Q14919-2	DRAP1	0.013227766	3.307245027	0.203790694	0.844676669	0.996484411	-6.39925078
Q7Z3C6	ATG9A	0.020945605	3.312406738	0.432022043	0.679529874	0.996326251	-6.399616742
Q96HI0	SENP5	0.013770337	3.285097534	0.256770691	0.805199695	0.996484411	-6.399687268
O95405-1	ZFYVE9	0.038612782	3.312647469	0.547697574	0.601976282	0.991606664	-6.400292813
P68366	TUBA4A	-0.03040514	3.338971075	-1.422497277	0.200521242	0.980500362	-6.400448201
Q9BVG8-6	KIFC3	-0.018464192	3.336676934	-0.6402236	0.543671007	0.985800803	-6.400757224
Q9UEE9-1	CFDP1	0.031477302	3.293897853	0.4037274	0.699212253	0.996350978	-6.400837799
Q96JQ2	CLMN	0.057133833	3.291889493	1.041050677	0.334592027	0.980500362	-6.400898382
P54725-1	RAD23A	-0.02098362	3.328648772	-0.600692405	0.568152273	0.990295568	-6.40127607
O00584	RNASET2	0.018490016	3.325879847	0.477273282	0.648613645	0.995939725	-6.401296715
Q9UMR2-1	DDX19B	-0.005393155	3.340119	-0.074777636	0.942614303	0.996752099	-6.40160743
P26373-1	RPL13	-0.053482002	3.295482819	-1.097749982	0.31086016	0.980500362	-6.402097304
O95870-1	ABHD16A	-0.006934713	3.301038077	-0.064607207	0.950405792	0.997982956	-6.402119981
Q9P013	CWC15	0.020518674	3.297525707	0.445897557	0.669974776	0.995939725	-6.402229821
Q9Y485	DMXL1	0.007980532	3.331982123	0.177542277	0.864424455	0.996484411	-6.402653511
Q9NR12-1	PDLIM7	0.020865698	3.316120378	1.226336345	0.2621489	0.980500362	-6.402680266
Q13572-1	ITPK1	-0.023515016	3.364400578	-0.531359794	0.61262837	0.991606664	-6.40268721
Q9UBF8	PI4KB	-0.024516361	3.333006314	-0.938626982	0.381093555	0.980500362	-6.402812198
Q86YR5-1	GPSM1	-0.007546185	3.349111257	-0.174899629	0.86641874	0.996484411	-6.402934936
Q96S44	TP53RK	-0.008530652	3.347298848	-0.144911719	0.889119586	0.996736827	-6.403827027
Q92466	DDB2	0.138954956	3.381105345	1.002268392	0.351644415	0.980500362	-6.4039484
Q9Y2Q0-3	ATP8A1	0.016730839	3.311646385	0.245133509	0.813822808	0.996484411	-6.404832529
Q13395	TARBP1	-0.022247202	3.327701192	-0.668478612	0.526578019	0.980864133	-6.405353461
O94766	B3GAT3	-0.034806513	3.313869948	-0.404124968	0.698933902	0.996350978	-6.405792508
O75915	ARL6IP5	-0.000287863	3.300883971	-0.002909561	0.997764758	0.999313005	-6.406271601
Q00169	PITPNA	-0.040183809	3.352585856	-0.839947494	0.430401312	0.980500362	-6.406431337
Q9NWZ3-1	IRAK4	0.016335826	3.323876491	0.268335875	0.796658996	0.996484411	-6.40660982
Q5BKZ1	ZNF326	0.045058914	3.277514176	0.743056668	0.483130864	0.980500362	-6.40683962
O60502	OGA	0.052029397	3.341153317	1.263052833	0.249491131	0.980500362	-6.407065372
Q8NBL1	POGLUT1	-0.023229112	3.308744707	-0.477235615	0.64863908	0.995939725	-6.407131424
Q16775-1	HAGH	-0.024608	3.35330523	-0.49969367	0.633564901	0.995808609	-6.407419693
Q5T4S7-1	UBR4	-0.042711279	3.330155305	-1.714940256	0.132811239	0.980500362	-6.407499897
Q8NC56-1	LEMD2	-0.02389773	3.285699792	-0.251108629	0.809391674	0.996484411	-6.407879472
Q9HBL0	TNS1	0.01172614	3.343935395	0.215738845	0.835726622	0.996484411	-6.408013171
Q6IBW4-4	NCAPH2	0.011420871	3.330360069	0.341319584	0.743503628	0.996350978	-6.408506251
Q8N9N5-7	BANP	0.00978216	3.292115024	0.190146873	0.85492737	0.996484411	-6.408871432
Q6ZRQ5	MMS22L	-0.02295	3.315008387	-0.783829675	0.460423712	0.980500362	-6.409210409
Q6PCE3	PGM2L1	-0.027062496	3.351398528	-0.822494632	0.439584883	0.980500362	-6.410250268
Q8NCA5	FAM98A	-0.029216455	3.329200513	-0.669884016	0.525736766	0.980864133	-6.410440709
Q9Y224	RTRAF	0.071705464	3.306937896	1.230892383	0.260548836	0.980500362	-6.410481486
Q96RY7	IFT140	-0.011961489	3.332761293	-0.327690518	0.753325751	0.996350978	-6.410667269
Q06330-1	RBPJ	-0.032416719	3.337714923	-0.90402425	0.397877441	0.980500362	-6.410670053
O95822	MLYCD	0.006023791	3.338502609	0.09920947	0.923926871	0.996736827	-6.410996642
Q9BXR0	QTRT1	0.033401627	3.373397327	0.595068258	0.571687996	0.990295568	-6.411157949
Q14320	FAM50A	-0.031937204	3.333639476	-0.828895176	0.436200836	0.980500362	-6.411215422
Q5H9F3-3	BCORL1	0.007030489	3.295094718	0.161814466	0.876308787	0.996496084	-6.411735616
Q96FX7	TRMT61A	-0.003978627	3.341231093	-0.094888556	0.927228428	0.996736827	-6.411813046
Q99590-1	SCAF11	0.127986358	3.255508391	1.243906905	0.256024259	0.980500362	-6.412025522
Q9UKK9	NUDT5	-0.039347526	3.345138038	-1.115309963	0.303794885	0.980500362	-6.412057762
Q9NVH2	INTS7	-0.021016599	3.311938109	-0.853908037	0.423155428	0.980500362	-6.41211805
Q9NSC5-1	HOMER3	-0.005303843	3.317684809	-0.123174252	0.905647145	0.996736827	-6.412278492
O75396	SEC22B	-0.001066115	3.304577694	-0.014070111	0.989191165	0.998416241	-6.412304306
Q92545	TMEM131	0.053892759	3.295286504	0.780154554	0.46243973	0.980500362	-6.412563907
Q5VUA4	ZNF318	0.043104607	3.29790606	1.249329589	0.254159074	0.980500362	-6.412861785
O00401	WASL	-0.026179281	3.330195706	-0.562185907	0.592617383	0.991606664	-6.412885852
Q99728	BARD1	0.021794857	3.30460011	0.418555239	0.688865099	0.996350978	-6.412989377
Q9Y508-1	RNF114	-0.013739635	3.34171076	-0.359253537	0.730657952	0.996350978	-6.41320096
P52747	ZNF143	-0.01907054	3.322061281	-0.319263099	0.759424231	0.996350978	-6.413504863
Q15070-1	OXA1L	-0.039016086	3.372249921	-0.384018598	0.713073247	0.996350978	-6.413837612
O95747	OXSR1	-0.035349844	3.339746973	-0.74775589	0.480475717	0.980500362	-6.414139954
Q8WXI9	GATAD2B	0.033077103	3.300819357	0.972954928	0.364981192	0.980500362	-6.414236696
Q01968-1	OCRL	-0.02667879	3.334311636	-0.980185714	0.361655384	0.980500362	-6.414379324
Q9Y6J0	CABIN1	0.023141027	3.293507239	0.458402407	0.661419953	0.995939725	-6.414587923
Q52LJ0-2	FAM98B	0.035445672	3.328467983	0.630554707	0.549598333	0.987829529	-6.41467133
Q13496	MTM1	-0.007545199	3.331501363	-0.203116518	0.845182434	0.996484411	-6.414940476
Q96I25	RBM17	0.03864369	3.283608894	1.168536938	0.283185539	0.980500362	-6.41506245
O95628-10	CNOT4	0.019942596	3.33359063	0.437154089	0.675988209	0.995939725	-6.415484994
Q9NVR2	INTS10	0.030696652	3.29889582	0.695483724	0.510563258	0.980500362	-6.415734799
Q9H6S1-1	AZI2	-0.006780285	3.312035279	-0.134757418	0.896833267	0.996736827	-6.415834093
O14950	MYL12B	-0.019523655	3.330250776	-0.386408372	0.711386124	0.996350978	-6.415980063
Q6UW02	CYP20A1	0.040733859	3.298215508	0.688892621	0.51444265	0.980500362	-6.416077715
O75113	N4BP1	0.05183971	3.319380706	0.882274787	0.408706623	0.980500362	-6.416146839
